"StoreID","Store_Name","Longitude","Latitude","Address"
62,"RITE AID 5210",-122.33269,47.604252,"802 3rd Ave Seattle WA 98104"
63,"RITE AID 5218",-122.34823,47.616684,"2603 3rd Ave Seattle WA 98121"
64,"RITE AID 5220",-122.36692,47.521076,"2600 SW Barton St Seattle WA 98126"
65,"RITE AID 5256",-122.29393,47.24733,"900 Meridian E Milton WA 98354"
66,"RITE AID 5215",-122.51826,47.6357,"301 High School Rd NE Bainbridge Island WA 98110"
67,"RITE AID 5261",-122.63993,47.739506,"19475 7th Ave NE Poulsbo WA 98370"
68,"RITE AID 5262",-122.27467,47.191906,"1323 E Main Puyallup WA 98372"
69,"RITE AID 5265",-123.11421,48.079716,"520 W Washington St Sequim WA 98382"
70,"RITE AID 5266",-122.68841,47.650562,"2860 NW Bucklin Hill Rd Silverdale WA 98383"
71,"RITE AID 5274",-122.43473,47.113781,"15801 Pacific Ave S Tacoma WA 98444"
72,"RITE AID 5277",-122.51026,47.166634,"5700 100th St SW Lakewood WA 98499"
73,"RITE AID 5278",-122.94124,47.047691,"305 Cooper Point Rd NW Olympia WA 98502"
74,"RITE AID 5279",-122.83383,47.041367,"691 Sleater Kinney Rd SE Lacey WA 98503"
75,"RITE AID 5286",-122.59582,46.936115,"909 E Yelm Ave Yelm WA 98597"
76,"RITE AID 6194",-122.3984,47.05381,"22311 Mountain Hwy E Spanaway WA 98387"
77,"RITE AID 5176",-122.19877,47.610668,"120 106th Ave NE Bellevue WA 98004"
78,"RITE AID 5178",-122.17096,47.574566,"3905 Factoria Square Mall SE Bellevue WA 98006"
79,"RITE AID 5179",-122.13789,47.57716,"15100 SE 38TH ST BELLEVUE WA 98006"
80,"RITE AID 5180",-122.2104,47.766537,"19107 Bothell Way NE Bothell WA 98011"
81,"RITE AID 5181",-122.21806,47.850822,"16222 Bothell Everett Hwy Mill Creek WA 98012"
82,"RITE AID 5184",-122.21592,47.792103,"22631 Bothell Everett Hwy Bothell WA 98021"
83,"RITE AID 5187",-122.05417,47.545296,"1065 NW Gilman Blvd Issaquah WA 98027"
84,"RITE AID 5188",-122.03246,47.581284,"3066 Issaquah Pine Lake Rd SE Sammamish WA 98075"
85,"RITE AID 5192",-122.1806,47.710693,"12530 Totem Lake Blvd NE Kirkland WA 98034"
86,"RITE AID 5193",-122.21013,47.718498,"9820 NE 132nd St Kirkland WA 98034"
87,"RITE AID 5197",-122.23369,47.582069,"3023 78th Ave SE Mercer Island WA 98040"
88,"RITE AID 5198",-122.11514,47.358158,"7125 SE 272nd St Covington WA 98042"
89,"RITE AID 5199",-122.11066,47.670738,"17220 Redmond Way Redmond WA 98052"
90,"RITE AID 5200",-122.14094,47.631573,"14880 NE 24th St Redmond WA 98052"
91,"RITE AID 5201",-122.21233,47.471672,"601 S Grady Way Ste P Renton WA 98057"
92,"RITE AID 5203",-122.17735,47.50325,"3116 NE Sunset Blvd Renton WA 98056"
93,"RITE AID 5204",-122.18908,47.877892,"3202 132nd St SE Mill Creek WA 98012"
94,"Carrolls Country Store",-122.86353,46.071278,"3803 Old Pacific Hwy S Kelso WA 98626"
95,"RITE AID 5205",-122.15221,47.754414,"14035 NE Woodinville Duvall Rd Woodinville WA 98072"
96,"RITE AID 5225",-122.27845,47.752811,"17171 Bothell Way NE Lake Forest Park WA 98155"
97,"RITE AID 5298",-120.58354,46.59996,"5606 Summitview Ave Yakima WA 98908"
98,"RITE AID 5299",-120.54807,46.985123,"700 S Main St Ellensburg WA 98926"
99,"RITE AID 6325",-122.24963,47.758926,"18022 68th Ave NE Kenmore WA 98028"
100,"RITE AID 5183",-122.33488,47.795158,"22515 Highway 99 Edmonds WA 98026"
101,"RITE AID 5194",-122.33454,47.821404,"7500 196th St SW Lynnwood WA 98036"
102,"RITE AID 5196",-122.27773,47.830502,"18600 33rd Ave W Lynnwood WA 98037"
103,"RITE AID 5222",-122.34507,47.724781,"13201 Aurora Ave N Seattle WA 98133"
104,"RITE AID 5228",-122.366,47.765064,"655 NW Richmond Beach Rd Shoreline WA 98177"
105,"RITE AID 5230",-122.21367,47.952255,"4920 Evergreen Way Everett WA 98203"
106,"RITE AID 5231",-122.24196,47.906979,"10103 Evergreen Way Everett WA 98204"
107,"RITE AID 5232",-122.22791,47.916161,"303 91ST AVE NE EVERETT WA 98205"
108,"RITE AID 5234",-122.61256,48.510044,"1517 Commercial Ave Anacortes WA 98221"
109,"RITE AID 5235",-122.183,48.152889,"17226 Smokey Point Blvd Arlington WA 98223"
110,"World Market",-122.33788,48.415497,"1023 S 2nd St Mount Vernon WA 98273"
111,"RITE AID 5237",-122.49647,48.774677,"3227 Northwest Ave Bellingham WA 98225"
112,"RITE AID 5238",-122.47052,48.73138,"220 36th St Bellingham WA 98225"
113,"RITE AID 5239",-122.4594,48.772625,"1225 E Sunset Dr Bellingham WA 98226"
114,"RITE AID 5240",-122.48368,48.784397,"222 Telegraph Rd Bellingham WA 98226"
115,"RITE AID 5241",-122.72988,48.993954,"1733 H St Blaine WA 98230"
116,"RITE AID 5242",-122.48539,48.934788,"8090 Guide Meridian Rd Lynden WA 98264"
117,"RITE AID 5243",-122.1787,48.049973,"251 Marysville Mall Marysville WA 98270"
118,"RITE AID 5244",-121.97586,47.860512,"18906 State Route 2 Monroe WA 98272"
119,"RITE AID 5245",-122.33772,48.435841,"242 E College Way Mount Vernon WA 98273"
120,"RITE AID 5246",-122.28671,47.892147,"11700 Mukilteo Speedway Mukilteo WA 98275"
121,"RITE AID 5247",-122.65788,48.290459,"31645 SR 20 Oak Harbor WA 98277"
122,"RITE AID 5248",-122.22678,48.510441,"851 Moore St Sedro Woolley WA 98284"
123,"RITE AID 5249",-122.08605,47.913307,"205 Pine Ave Snohomish WA 98290"
124,"RITE AID 5250",-122.35197,48.24049,"26817 88th Ave NW Stanwood WA 98292"
125,"RITE AID 6234",-122.31261,47.776794,"20330 Ballinger Way NE Shoreline WA 98155"
126,"RITE AID 6452",-122.59292,48.846573,"5655 3rd Ave Ferndale WA 98248"
127,"RITE AID 5292",-120.32483,47.442169,"1380 N Miller St Wenatchee WA 98801"
128,"RITE AID 5293",-119.27045,47.131046,"500 S Pioneer Way Moses Lake WA 98837"
129,"RITE AID 5295",-119.50847,48.417828,"606 Omache Dr Omak WA 98841"
130,"RITE AID 5300",-119.99448,46.324665,"2010 Yakima Valley Hwy Sunnyside WA 98944"
131,"RITE AID 5303",-117.39913,47.62809,"810 E 29th Ave Spokane WA 99203"
132,"RITE AID 5304",-117.44348,47.700684,"2215 W Wellesley Ave Ste A Spokane WA 99205"
133,"RITE AID 5305",-117.24079,47.657108,"12222 E Sprague Ave Spokane Valley WA 99206"
134,"RITE AID 5308",-117.41145,47.740864,"9120 N Division St Spokane WA 99218"
135,"RITE AID 5309",-117.28287,47.671028,"1443 N Argonne Rd Spokane Valley WA 99212"
136,"RITE AID 5311",-117.40398,47.77034,"12420 N Division St Spokane WA 99218"
137,"RITE AID 5312",-117.36724,47.628235,"2929 E 29th Ave Spokane WA 99223"
138,"RITE AID 5313",-117.36826,47.61227,"4514 S Regal St Spokane WA 99223"
139,"RITE AID 5314",-119.11748,46.240143,"1308 N 20th Ave Pasco WA 99301"
140,"RITE AID 5316",-119.22409,46.224724,"1321 N Columbia Center Blvd Kennewick WA 99336"
141,"RITE AID 5317",-119.15903,46.210423,"101 N Ely St Kennewick WA 99336"
142,"RITE AID 5319",-119.28251,46.274799,"1329 Lee Blvd Richland WA 99352"
143,"RITE AID 5301",-117.1823,46.714924,"1630 S Grand Ave Pullman WA 99163"
144,"WALGREENS 7782",-122.58482,48.844624,"1901 Main St Ferndale WA 98248"
145,"WALGREENS 7352",-122.31492,47.66489,"1205 NE 50th St Seattle WA 98105"
146,"BOMBAY-FIJI BAZAAR",-122.28625,47.380081,"24700 36th Ave S Kent WA 98032"
147,"KINGS DELI & MART",-122.52393,47.176476,"6505 Steilacoom Blvd SW Lakewood WA 98499"
148,"LYLE MERC MARKET",-121.28355,45.693184,"615 State St Lyle WA 98635"
149,"Mossy Mini Mart",-122.48526,46.533649,"748 Williams St Mossyrock WA 98564"
150,"7-Eleven 25125D",-122.6294,47.595959,"3500 Wheaton Way Bremerton WA 98310"
151,"BONNEY LAKE GROCERY",-122.1804,47.178207,"18705 Veterans Memorial Dr E Bonney Lake WA 98391"
152,"Buena Vista Mini Market",-120.01301,46.32106,"701 S 6th St Sunnyside WA 98944"
153,"Ez Mart",-122.43414,47.229851,"3402 Pacific Ave Tacoma WA 98418"
154,"SAMMYS MEAT MARKET",-119.09096,46.232037,"201 N 3rd Ave Pasco WA 99301"
155,"CENTURY MARKET",-122.95242,46.720882,"523 N Tower Ave Centralia WA 98531"
156,"OLYMPIA CAMPGROUND",-122.91968,46.967209,"1441 83rd Ave SW Tumwater WA 98512"
157,"20TH ST MINI MART",-122.64006,45.635899,"2900 E 20th St Vancouver WA 98661"
158,"BALLARD FARMERS MARKET",-122.38399,47.667103,"5330 Ballard Ave NW Seattle WA 98107"
159,"SUNNY SLOPE GROCERY",-122.73082,47.498852,"6000 SW Old Clifton Rd Port Orchard WA 98367"
160,"QUICK N EASY FOOD STORE",-122.36679,47.690678,"800 NW 85th St Seattle WA 98117"
161,"SALKUM SUPER MARKET",-122.62568,46.532246,"150 Salkum Rd Salkum WA 98582"
162,"SHELL MARKET",-122.28157,47.864567,"14725 Highway 99 Lynnwood WA 98087"
163,"PK Market LLC",-122.42111,47.198982,"716 E 64th St Tacoma WA 98404"
164,"MR QWICKS GAS AND GOODIES",-119.12484,46.241535,"2519 W Court St Pasco WA 99301"
165,"P&J DELI MART",-122.40822,47.229168,"3535 E Portland Ave Tacoma WA 98404"
166,"PIONEER GROCERY",-122.27407,47.188641,"1522 E Pioneer Puyallup WA 98372"
167,"RAJA MARKET",-117.15305,47.660625,"18709 E Appleway Ave Spokane Valley WA 99016"
168,"SUNSET CHEVRON",-122.16584,47.504436,"4044 NE Sunset Blvd Renton WA 98056"
169,"Papa Murphy's WA-172",-121.98627,47.727875,"26304 NE Big Rock Rd Duvall WA 98019"
170,"LITTLEROCK GROCERY & GAS",-123.01719,46.901974,"6410 128TH AVE SW LITTLE ROCK WA 98556"
171,"BENCH MARK SHELL",-120.51201,46.617149,"1202 N 1st St Yakima WA 98901"
172,"MOUNTAIN HIGHWAY GAS & DELI",-122.42909,47.079174,"19614 Mountain Hwy E Spanaway WA 98387"
173,"EAST YESLER GROCERY",-122.30761,47.601749,"1902 E Yesler Way Seattle WA 98122"
174,"WALGREENS 01078",-119.11792,46.241535,"2005 W Court St Pasco WA 99301"
175,"E-Z MART",-122.5748,45.6777,"9511 NE 76th St Vancouver WA 98662"
176,"FOU LEE MARKET",-122.30589,47.560036,"2050 S Columbian Way Seattle WA 98108"
177,"KLICKITAT TRADER",-121.15202,45.816311,"101 N Main St Klickitat WA 98628"
178,"WHY ONE GROCERY",-122.22108,47.500023,"11449 Rainier Ave S Seattle WA 98178"
179,"7-ELEVEN 22866 C",-122.28371,47.475887,"14207 Tukwila International Blvd Tukwila WA 98168"
180,"72ND STREET CHEVRON",-122.42041,47.191818,"805 E 72nd St Tacoma WA 98404"
181,"Port Orchard Farmers Market",-122.63472,47.54147,"Bay St & Harrison Ave Port Orchard WA 98366"
182,"INDEX GENERAL STORE",-121.55411,47.820175,"503 Avenue A Index WA 98256"
183,"ESTUDILLO'S FOOD STORE",-119.90218,46.737743,"402 Government Rd Mattawa WA 99349"
184,"Big J Mini Mart, Inc.",-122.20125,47.99321,"1806 Broadway Everett WA 98201"
185,"CONCONULLY GENERAL STORE",-119.75028,48.558521,"201 N MAIN ST CONCONULLY WA 98819"
186,"ARCO QUICK STOP",-122.64129,45.628242,"2829 E Mill Plain Blvd Vancouver WA 98661"
187,"HEMLOCK STORE",-122.96196,46.138176,"2952 Hemlock St Longview WA 98632"
188,"Safeway Fast Stop 4616",-122.94444,47.047043,"3205 Harrison Ave NW Olympia WA 98502"
189,"MADRONA GROCERY OUTLET",-122.29616,47.611816,"1126 Martin Luther King Jr Way Seattle WA 98122"
190,"NORTH AVE MARKET",-120.3321,47.449879,"1816 N Wenatchee Ave Wenatchee WA 98801"
191,"EVERGREEN VALLEY GROCERY",-122.74135,46.9855,"9347 Yelm Hwy SE Olympia WA 98513"
192,"FIRDALE MARKET",-122.36249,47.778225,"9601 Firdale Ave Edmonds WA 98020"
193,"WALGREENS 09113",-119.17405,46.184566,"4000 W 27th Ave Kennewick WA 99337"
194,"MOUNTAIN COMMUNITY CO-OP",-122.2666,46.869038,"105 CARTER ST EATONVILLE WA 98328"
195,"Sammys Place",-122.46973,48.753384,"1715 N State St Bellingham WA 98225"
196,"7-ELEVEN 23579C",-120.54814,46.999622,"112 W University Way Ellensburg WA 98926"
197,"Kiev Market",-117.33997,47.657253,"4823 E Sprague Ave Spokane WA 99212"
198,"ISLAND VIEW MARKET & DELI",-119.22585,46.237865,"1607 Columbia Park Trl Richland WA 99352"
199,"PIT STOP",-120.69963,46.728085,"10121 US Highway 12 Naches WA 98937"
200,"GAS N GRUB",-124.0545,46.351498,"101 N PACIFIC AVE LONG BEACH WA 98631"
201,"TIETON MARKET SHELL",-120.58954,46.592838,"6003 Tieton Dr Yakima WA 98908"
202,"DK MARKET",-122.65932,48.286537,"31325 State Route 20 Oak Harbor WA 98277"
203,"7-ELEVEN 26198B",-122.48801,47.158966,"10814 Pacific Hwy SW Lakewood WA 98499"
204,"Sam's Market",-122.34584,47.322342,"803 SW 312th ST FEDERAL WAY WA 98023"
205,"Gromore Trading",-120.69855,46.588387,"14411 Wide Hollow Rd Yakima WA 98908"
206,"BARTELL DRUGS 01",-122.33657,47.611832,"1628 5th Ave Seattle WA 98101"
207,"BARTELL DRUGS 06",-122.12542,47.681084,"8862 161ST AVE NE REDMOND WA 98052"
208,"BARTELL DRUGS 08",-122.35396,47.517208,"9600 15th Ave SW Seattle WA 98106"
209,"Bartell Drugs 9",-122.35769,47.690632,"120 N 85th St Seattle WA 98103"
210,"BARTELL DRUGS 10",-122.32476,47.609451,"1101 Madison St Seattle WA 98104"
211,"BARTELL DRUGS 11",-122.31304,47.660465,"4344 University Way NE Seattle WA 98105"
212,"BARTELL DRUGS 12",-122.21786,47.790047,"22833 Bothell Everett Hwy Bothell WA 98021"
213,"BARTELL DRUGS 14",-122.33564,47.661407,"1820 N 45th St Seattle WA 98103"
214,"BARTELL DRUGS 16",-122.3854,47.560913,"4706 42nd Ave SW Seattle WA 98116"
215,"BARTELL DRUGS 18",-122.17555,47.732052,"14442 124th Ave NE Kirkland WA 98034"
216,"BARTELL DRUGS 19",-122.22882,47.273758,"3902 A St SE Auburn WA 98002"
217,"Bartell Drugs 21",-122.16417,47.665123,"6619 132nd Ave NE Kirkland WA 98033"
218,"BARTELL DRUGS 22",-122.29845,47.408051,"21615 Pacific Hwy S Des Moines WA 98198"
219,"BARTELL DRUGS 23",-122.32088,47.613071,"1407 Broadway Seattle WA 98122"
220,"BARTELL DRUGS 24",-122.31574,47.674999,"6401 12th Ave NE Seattle WA 98115"
221,"BARTELL DRUGS 25",-122.20684,47.8974,"11020 19th Ave SE Everett WA 98208"
222,"BARTELL DRUGS 26",-122.29219,47.791306,"22803 44TH AVE W MOUNTLAKE TERRACE WA 98403"
223,"Bartell Drugs 28",-122.24429,47.728794,"14130 Juanita Dr NE Bothell WA 98011"
224,"Bartell Drugs 29",-122.03542,47.613819,"526 228th Ave NE Sammamish WA 98074"
225,"Bartell Drugs 30",-122.16611,47.538914,"6939 Coal Creek Pkwy SE Newcastle WA 98059"
226,"BARTELL DRUGS 31",-122.29746,47.663387,"2700 NE University Village St Seattle WA 98105"
227,"BARTELL DRUGS 32",-122.30882,47.359272,"27055 Pacific Hwy S Des Moines WA 98198"
228,"BARTELL DRUGS 33",-122.09642,47.927082,"1115 13th St Snohomish WA 98290"
229,"BARTELL DRUGS 34",-122.16721,47.358334,"12946 SE Kent Kangley Rd Kent WA 98030"
230,"BARTELL DRUGS 37",-122.33689,47.608814,"1404 3rd Ave Seattle WA 98101"
231,"BARTELL DRUGS 38",-122.39826,47.63879,"2222 32nd Ave W Seattle WA 98199"
232,"Bartell Drugs 39",-122.57612,47.308891,"5500 Olympic Dr Gig Harbor WA 98335"
233,"BARTELL DRUGS 40",-122.20558,47.617493,"10116 NE EIGHTH ST BELLEVUE WA 98004"
234,"BARTELL DRUGS 41",-122.33896,47.469517,"14901 4th Ave SW Burien WA 98166"
235,"BARTELL DRUGS 42",-122.35536,47.624779,"600 1st Ave N Seattle WA 98109"
236,"BARTELL DRUGS 43",-122.28416,47.474663,"14277 Pacific Hwy S Tukwila WA 98168"
237,"Bartell Drugs 44",-122.19819,47.666721,"10625 NE 68th St Kirkland WA 98033"
238,"BARTELL DRUGS 45",-122.1563,47.488552,"4700 NE 4th St Renton WA 98059"
239,"BARTELL DRUGS 46",-122.10578,48.002983,"621 State Route 9 NE Lake Stevens WA 98258"
240,"BARTELL DRUGS 47",-122.0463,47.389069,"22117 SE 237th St Maple Valley WA 98038"
241,"BARTELL DRUGS 48",-122.20112,47.993347,"1825 Broadway Everett WA 98201"
242,"BARTELL DRUGS 51",-122.14383,48.053661,"6602 64th St NE Marysville WA 98270"
243,"Bartell Drugs 52",-122.11384,47.67004,"7370 170th Ave NE Redmond WA 98052"
244,"BARTELL DRUGS 53",-122.29977,47.838818,"17633 Highway 99 Lynnwood WA 98037"
245,"BARTELL DRUGS 54",-122.48385,47.255299,"3601 6th Ave Tacoma WA 98406"
246,"BARTELL DRUGS 56",-122.38522,47.582188,"2345 42nd Ave SW Seattle WA 98116"
247,"BARTELL DRUGS 57",-122.53714,47.235302,"2700 Bridgeport Way W University Place WA 98466"
248,"BARTELL DRUGS 58",-122.36683,47.78965,"23028 100th Ave W Edmonds WA 98020"
249,"BARTELL DRUGS 59",-122.13245,47.616249,"653 156th Ave NE Bellevue WA 98007"
250,"BARTELL DRUGS 61",-122.3325,47.605682,"910 4th Ave Seattle WA 98164"
251,"VIDEO MARKET MICHOACAN",-122.28506,47.82098,"3815 196th St SW Lynnwood WA 98036"
252,"QFC 878",-122.02596,47.700001,"23475 NE Novelty Hill Rd Redmond WA 98053"
253,"ST HELENS SHOPPING CENTER",-122.96124,46.129326,"236 30th Ave Longview WA 98632"
254,"PAPA MURPHYS WA-180",-120.31653,46.375172,"211 S Chestnut St Toppenish WA 98948"
255,"PAPA MURPHYS WA-185",-120.44666,46.606316,"4040 Terrace Heights Dr Yakima WA 98901"
256,"EZ MART",-122.32529,47.407761,"21620 Marine View Dr S Des Moines WA 98198"
257,"Target Store T-0996",-122.04841,47.543652,"755 NW Gilman Blvd Issaquah WA 98027"
258,"Target Store T-1118",-122.15586,47.758324,"13950 NE 178th Pl Woodinville WA 98072"
259,"Target Store T-0760",-120.48839,46.606899,"12 N Fair Ave Yakima WA 98901"
260,"CAMAS GROCERY OUTLET",-122.37027,45.585426,"3308 NE 3rd Ave Camas WA 98607"
261,"BARTELL DRUGS 62",-122.34595,47.762524,"18420 Aurora Ave N Shoreline WA 98133"
262,"HI SCHOOL PHARMACY",-121.48453,45.727306,"250 E JEWETT BLVD WHITE SALMON WA 98672"
263,"Neighborhood Grocery Inc.",-117.36017,47.686203,"3404 E Euclid Ave Spokane WA 99217"
264,"MAKAH MINI MART",-124.61697,48.366093,"931 BAYVIEW AVE NEAH BAY WA 98357"
265,"WALGREENS 09380",-122.55625,45.666447,"6105 NE 114th Ave Vancouver WA 98662"
266,"7-ELEVEN 20132F",-119.17052,46.212387,"3606 W Clearwater Ave Kennewick WA 99336"
267,"WALGREENS 09590",-122.43405,47.206261,"5602 Pacific Ave Tacoma WA 98408"
268,"A & D MARKET",-122.22289,47.921631,"8405 7th Ave SE Everett WA 98208"
269,"CITY MARKET",-122.32674,47.61702,"1722 Bellevue Ave Seattle WA 98122"
270,"FOUR LAKES GROCERY",-117.59442,47.557877,"10021 Hwy 904 FOUR LAKES WA 99014"
271,"ORCHARDS SHELL FOOD MART",-122.55788,45.666027,"11200 NE Fourth Plain Rd Vancouver WA 98662"
272,"WINCO FOODS 051",-122.93119,46.144684,"120 Triangle Ctr Longview WA 98632"
273,"TIENDA EL PULGARCITO & GIFT SHOP",-120.28848,47.404888,"44 Rock Island Rd East Wenatchee WA 98802"
274,"SHOP AROUND THE CORNER",-117.42347,47.657539,"10 N Post St Spokane WA 99201"
275,"JAX FOODS",-117.36639,47.671917,"3019 E Mission Ave Spokane WA 99202"
276,"EZ CORNER MART",-122.30835,47.777889,"24325 56th Ave W Mountlake Terrace WA 98043"
277,"Papa Murphy's WA-186",-122.02536,47.700142,"23515 NE Novelty Hill Rd Redmond WA 98053"
278,"VANCOUVER MALL CHEVRON",-122.59084,45.658264,"8050 NE Vancouver Mall Dr Vancouver WA 98662"
279,"Plutus on Aurora",-122.34492,47.719189,"12248 Aurora Ave N Seattle WA 98133"
280,"Plutus in Lynnwood",-122.30412,47.846592,"5208 168th St SW Lynnwood WA 98037"
281,"PALETERIA LA PALMA & GROCERIES",-119.06916,46.233753,"2020 E Lewis St Pasco WA 99301"
282,"SELAH EXXON",-120.53036,46.649986,"301 S 1st St Selah WA 98942"
283,"BARTELL DRUGS 65",-122.16406,47.877762,"5006 132nd St SE Everett WA 98208"
284,"G & B GROCERY",-117.37803,47.714912,"2104 E Francis Ave Spokane WA 99208"
285,"CENTER STREET DELI MART",-122.48644,47.231285,"3807 S CENTER ST TACOMA WA 98409"
286,"Cornwall Corner Store",-122.47506,48.760208,"2230 Cornwall Ave Bellingham WA 98225"
287,"BRADY FOOD MART",-123.51195,46.997135,"595 Monte Elma Rd Montesano WA 98563"
288,"LA HUERTA INTERNATIONAL MARKET",-122.22965,47.383381,"405 E Smith St Kent WA 98030"
289,"Byblos",-122.32095,47.814365,"20307 Highway 99 Lynnwood WA 98036"
290,"7-ELEVEN 16485",-122.34725,47.74514,"928 N 160th St Shoreline WA 98133"
291,"PEPE'S BAKERY",-120.01173,46.325115,"636 Decatur Ave Sunnyside WA 98944"
